rank,surface,count,share,cum_share,tags
176,오,484,7.797387778432393e-05,0.9930071608696149,EC:242|EF:197|JC:40|EP:5
177,으니까,483,7.781277473105053e-05,0.993084973644346,EC:407|EF:76
178,겟,481,7.749056862450374e-05,0.9931624642129705,EC:259|EP:222
179,으십시오,476,7.668505335813676e-05,0.9932391492663286,EP+EP+EF:434|EP+EP+EC:42
180,건,471,7.587953809176977e-05,0.9933150288044205,EC:467|JX:2|EF:2
181,으려면,466,7.507402282540279e-05,0.9933901028272458,EC:452|EF:14
182,셔도,464,7.4751816718856e-05,0.9934648546439647,EP+EC:464
183,라서,452,7.281858007957524e-05,0.9935376732240443,EC:432|EF:19|JX:1
184,움,452,7.281858007957524e-05,0.9936104918041239,EC:452
185,느라,447,7.201306481320826e-05,0.993682504868937,EC:446|EF:1
186,입니다,431,6.943541596083391e-05,0.9937519402848979,EP+EF:431
187,십니다,425,6.846879764119353e-05,0.9938204090825391,EP+EF:409|EP+EC:16
188,다니,405,6.52467365757256e-05,0.9938856558191148,EC:259|EF:146
189,심,399,6.428011825608522e-05,0.9939499359373709,EP+ETN:368|EP+EC:31
190,두,393,6.331349993644484e-05,0.9940132494373073,JX:389|EC:3|EF:1
191,신다면,389,6.266908772335125e-05,0.9940759185250306,EP+EC:389
192,였을,382,6.154136635043748e-05,0.9941374598913811,EP+ETM:382
193,은지,374,6.025254192425031e-05,0.9941977124333053,EC:359|EF:15
194,으려고,369,5.944702665788333e-05,0.9942571594599632,EC:364|EF:5
195,은데요,368,5.928592360460993e-05,0.9943164453835679,EF:347|EC:21
196,냐는,366,5.896371749806314e-05,0.9943754091010659,ETM:366
